fecha;exportaciones_petroleras_musd_fob;exportaciones_no_petroleras_musd_fob;importaciones_musd_fob;remesas_musd
2022-08;738.77;834.49;1042.7;301.58
2022-08;590.06;783.26;1910.08;266.39
2022-08;595.19;1478.98;1928.23;322.82
2022-08;933.3;821.49;1291.18;266.75
2022-08;376.84;1029.37;1657.68;261.94
2022-08;813.26;1062.6;1093.1;258.22
2022-08;418.08;1089.99;1501.75;369.05
2022-08;844.26;1081.75;1909.74;266.05
2022-08;584.6;1109;1251.67;209.58
2022-08;583.62;922.55;1315.97;267.9
2022-08;882.51;1373.86;1921.22;240.49
2022-08;818.11;1208.3;1143.94;286.06
2022-08;752.93;759.8;1006.81;359.48
2022-09;649.69;1230.52;1249.5;328.96
2022-09;616.07;1169.72;1557.03;394.94
2022-09;724.43;845.92;1900.48;444.42
2022-09;360.14;1160.72;1845.43;451.89
2022-09;715.97;1201.14;1865.63;408.92
2022-09;871.96;761.85;1448.06;419.48
2022-09;416.15;784.87;1693.64;263.2
2022-09;769.09;1319.33;1236.12;417.81
2022-09;540.43;1152.52;1328.49;309.39
2022-09;695.61;1498.06;1156.81;352.69
2022-09;683;796.18;1055.03;380.08
2022-09;949.28;1352.96;1293.08;207.68
2022-09;886.24;950.03;1289.55;266.2
2022-09;684.7;971.85;1464.67;217.32
2022-09;445.15;962.47;1343.27;378.06
2022-09;880.65;1252.46;1736.23;214.54
2022-09;875.37;847.77;1809.98;405.92
2022-09;592.95;1295.68;1436.86;435.94
2022-09;678;1435.89;1367.79;451.23
2022-09;512.14;1445.46;1662.4;474.57
2022-09;766.77;1018.99;978.45;469.1
2022-09;884.49;1100.72;1106.21;238.43
2022-09;591.75;979.79;1579.61;259.85
2022-09;519.5;884.63;1584.54;299.46
2022-09;705.94;1290.21;1165.11;468.25
2022-09;750.79;773.42;1206.25;349.38
2022-09;756;1328.08;1777.18;204.4
2022-09;397.12;793.64;922.44;354.44
2022-09;877.5;1161.05;1027.31;361.79
2022-09;620.52;1435.84;1872.26;379.23
2022-10;934.07;879.52;1616.39;451.19
2022-10;667.76;1012.8;1035.84;401.6
2022-10;652.58;941.53;1751.42;359.71
2022-10;536.41;1464.49;1671.92;390.89
2022-10;603.04;1020.57;1758.54;235.36
2022-10;534.19;1090.61;1568.94;248.89
2022-10;913.65;1270.18;1399.11;341.05
2022-10;491.7;1302.14;1887.63;301.41
2022-10;605.57;1403.54;1079.96;245.03
2022-10;931.22;949.95;1426.01;367.42
2022-10;559.28;1328;1120.46;248.97
2022-10;375.25;872.21;1371.84;439.15
2022-10;403.28;1445.83;1588.74;420.84
2022-10;855.77;1420.76;1927.04;365.58
2022-10;909.01;1321.89;1090.48;443.16
2022-10;798.97;1103.51;1677.84;351.81
2022-10;409.52;1312.54;1830.34;318.77
2022-10;780.82;1282.26;1913.17;474.56
2022-10;424.19;874.55;1222.67;407.49
2022-10;824.03;753.35;1547.88;432.13
2022-10;612.06;1386.63;1828.36;250.88
2022-10;703.99;826.67;990.57;330.91
2022-10;847.41;1478.71;1354.93;343.42
2022-10;943.95;1111.72;1516.94;223.64
2022-10;581.06;1482.97;1635.83;217.48
2022-10;465.79;895.5;967.58;331.81
2022-10;904.53;1077.38;NA;255.17
2022-10;884.38;976.52;1720.1;479.07
2022-10;582.54;1478.54;1082.76;295.61
2022-10;815.97;1085.05;1165.82;318.61
2022-10;638.24;1314.55;1818.1;469.59
2022-11;827.42;1010.76;1363.76;224.68
2022-11;886.29;820.67;1149.7;320.23
2022-11;419.8;1245.95;1609.21;378.57
2022-11;653.92;780.95;1071.61;410.29
2022-11;565.14;1132.54;1886.85;335.16
2022-11;626.6;1313.58;1027.89;285.75
2022-11;368.33;1405.8;1643.77;320.12
2022-11;922.88;1463.53;1190.43;350.24
2022-11;738.99;1031.7;1010.74;321.35
2022-11;420.77;1111.05;1531.5;320.2
2022-11;710.41;1412.14;1583.31;266.67
2022-11;631.15;1212.53;1887.93;207.33
2022-11;510.03;1047.14;937.29;313.66
2022-11;809.84;954.42;960.45;383.59
2022-11;535.96;1160.27;1153.52;208.61
2022-11;378.96;1257.11;1336.82;281.26
2022-11;510.39;1038.24;1159.83;250.34
2022-11;760.7;835.39;1065.24;381.8
2022-11;753.26;940.64;1444.23;391.45
2022-11;642.6;1073.09;1806.46;246.56
2022-11;449.43;873.22;1940.44;328.58
2022-11;454.64;1154.11;1576.77;389.53
2022-11;411.14;1096.1;1890.43;306.66
2022-11;594.14;1465.51;1353.48;217.01
2022-11;799.14;795.27;1610.1;390.02
2022-11;783.11;894.72;1540.56;443.01
2022-11;739.41;1340.28;1153.7;216.56
2022-11;633.61;1435.9;1051.1;206.04
2022-11;946.62;1252.48;1207.01;360.34
2022-11;394.9;1048.43;1755.98;225.56
2022-12;767.23;1033.77;NA;234.05
2022-12;432.63;752.83;1827.91;402.94
2022-12;422.2;1237.18;1737.36;210.92
2022-12;408.58;813.3;1145.13;462.62
2022-12;432.48;1246;1396.65;469.83
2022-12;607.56;922.56;1176.18;452.56
2022-12;731.75;1444.33;1080.32;278.98
2022-12;668.91;921.56;1474.82;215.72
2022-12;833.35;1078.28;1464.08;436.06
2022-12;773.5;1389.68;1896.33;410.45
2022-12;687.54;1263.59;1445.68;270.29
2022-12;530.4;815.65;958.87;254.19
2022-12;797.77;1203.2;1198.65;317.19
2022-12;699.8;1151.88;1239.36;329.81
2022-12;507.17;771.26;1060.33;441.7
2022-12;742.84;895.93;1638.47;369.55
2022-12;854.02;840.81;1539.87;325.91
2022-12;643.49;989.62;1584.3;236.9
2022-12;576.7;1132.28;1243.04;378.49
2022-12;526.97;790.7;1170.09;262.59
2022-12;515.23;1264.13;1914.67;343.67
2022-12;703.61;1204.84;1571.08;254.62
2022-12;537.36;1465.5;1780.06;382.45
2022-12;852.61;1040.75;1576.03;207.48
2022-12;776.4;1382.37;1735.84;266.34
2022-12;641.63;1087.1;1445.16;283.22
2022-12;792.71;1048.52;1890;415.54
2022-12;872.12;1168.99;1453.01;254.96
2022-12;831.51;1267.02;1880.8;313.02
2022-12;850.85;1023.23;1597.41;450.79
2022-12;682.68;1132.46;905.67;395.42
2023-01;694.24;857.52;1607.17;333.39
2023-01;893.83;1000.17;1622.3;301.7
2023-01;522.19;1431.06;1347.5;283.3
2023-01;376.85;766.91;1154.89;294.51
2023-01;788.02;1446.68;1760.4;411.36
2023-01;782.45;991.22;1095.15;411.21
2023-01;372.09;1188.42;1539.11;380.61
2023-01;818.83;1291.65;1620.35;227.36
2023-01;583.48;774.98;1920.37;472.84
2023-01;521.53;1345.04;1772.67;279.74
2023-01;883.69;1490.4;965.96;379.06
2023-01;708.6;1261.31;1282.63;377.43
2023-01;937.09;1138.56;1511.04;274.77
2023-01;598.61;1207.39;1641.29;296.4
2023-01;415.35;1258.74;1312.07;291.69
2023-01;559.07;936;1873.14;340.73
2023-01;607.42;899.38;1850.88;224.06
2023-01;573.26;1298.87;1716.23;239.45
2023-01;615.48;1490.17;1093;416.95
2023-01;794.13;781.86;1701.57;228.66
2023-01;647.18;842.68;1331.37;421.4
2023-01;607.03;886.51;1576.69;367.3
2023-01;431.83;1415.63;1837.11;395.68
2023-01;658.85;1146.4;1451.93;202.55
2023-01;372.55;1446.35;940.78;463.74
2023-01;362.44;1011.46;948.6;335.24
2023-01;383.53;897.35;1065.03;224.3
2023-01;771.67;1113.93;1513.26;390.99
2023-01;541.37;1242.09;1338.35;205.29
2023-01;466.06;1302.9;1205.56;364.85
2023-01;919.23;1326.57;1586.58;370.9
2023-02;668.01;1456.95;1417.65;224.74
2023-02;548.29;1395.55;1172.06;252.06
2023-02;350.18;884.71;1615.33;401.67
2023-02;703.83;1176.65;1414.35;245.91
2023-02;529.12;851.87;1221.43;341.43
2023-02;629.18;1449.48;990.66;239.61
2023-02;612.27;1345.58;1797.34;366.02
2023-02;525.91;958.11;1137.57;378.42
2023-02;460.47;1229.58;1587.77;328.63
2023-02;831.85;770.28;1073.64;435.43
2023-02;424.74;1177.32;1001.16;419.7
2023-02;737.15;894.58;1426.84;375.71
2023-02;846.27;1037.8;1418.59;263.56
2023-02;584.17;865.35;1450.55;344.94
2023-02;676.71;1453.42;1326.39;336.93
2023-02;853.77;1419.55;NA;468.25
2023-02;599.15;1270.32;1029.15;318.56
2023-02;685.91;847.21;1398.02;443.53
2023-02;401.39;1160.7;1149.62;302.86
2023-02;416.32;1131.7;1057.32;376.98
2023-02;655.07;1146.93;1000.94;223.15
2023-02;845.7;1243.29;1425.04;441.93
2023-02;375.22;1208.44;1445.97;257.06
2023-02;427.23;884.92;1020.46;255.04
2023-02;682.74;1039.02;1238.29;281.2
2023-02;946.08;927.47;1491.95;277.68
2023-02;596.38;1063.37;1310.24;479.91
2023-02;515.78;873.91;NA;387.16
2023-03;733.73;999.3;943.91;441.98
2023-03;457.78;856.12;1741.89;282.5
2023-03;446.11;771.04;1276.89;296.93
2023-03;593.98;952.07;1591.8;457.63
2023-03;850.34;1136.03;1887.94;245.27
2023-03;374.56;1110.27;981.44;252.16
2023-03;789.25;1436.02;1942.27;291.89
2023-03;686.04;1423.89;1562.26;379.74
2023-03;723.51;1229.03;1082.61;474.66
2023-03;886.01;1164.85;1837.74;429.29
2023-03;929.38;830.28;1578.74;386.41
2023-03;701.94;1336.95;1078.44;450.95
2023-03;351.04;788.45;1821.88;282.24
2023-03;917.7;862.09;1832.92;325.52
2023-03;394.66;1005.27;1875.56;441.1
2023-03;562.29;1059.62;1138.5;473.39
2023-03;415.41;1237.98;1517.02;335.42
2023-03;714.13;1195.04;993.96;421.8
2023-03;544.66;1103.36;1765.66;280.28
2023-03;906.48;1331.76;1938.22;477.13
2023-03;453.44;916.64;911.48;310.48
2023-03;610.54;1084.98;1054.69;237.85
2023-03;449.52;1134.59;1546.21;380.4
2023-03;542.93;1115.67;1468.94;470.45
2023-03;386.93;1380.72;1133.22;284.04
2023-03;526.74;1249.34;1803.88;359.16
2023-03;565.99;1445.94;1269.2;479.71
2023-03;430.24;1061.49;1207.71;222.42
2023-03;919.54;786.11;1304.67;225.38
2023-03;939.43;1132.08;1508.38;339.03
2023-03;643.39;978.61;1214.58;363.71
2023-04;550.58;1233.66;923.97;289.61
2023-04;699.13;1206.69;1160.25;421.42
2023-04;622.02;1019.87;1531.78;202.79
2023-04;830.93;1112.38;1150.52;296.63
2023-04;825.78;1043.65;1152.23;361.17
2023-04;715.41;1057.66;954.9;475.17
2023-04;527.42;1273.25;996.89;275.7
2023-04;657.16;1157.8;1900.95;331.36
2023-04;829.05;1219.58;924.49;409.04
2023-04;471.9;1079.51;1864.1;325.62
2023-04;599.88;1292.86;1827.14;460.44
2023-04;437.26;1355.19;1789.24;394.4
2023-04;607.02;834.63;1409.25;254.77
2023-04;845;1000.09;948.6;433.2
2023-04;833.14;1084.57;1823.57;415.78
2023-04;878.89;1466.8;1399.9;296.6
2023-04;935.92;1235.64;1405.68;264.83
2023-04;558.76;1414.74;934.95;447.56
2023-04;940.68;1483.58;1804.62;270.62
2023-04;362.27;1449.05;1768.38;452.45
2023-04;588.48;1102.19;1440.27;372.93
2023-04;402.76;863.24;1429.46;320.88
2023-04;362.64;919.04;1720.85;256.29
2023-04;852.69;971.08;1113.57;441.03
2023-04;412.22;767.93;1877.35;280.22
2023-04;933.04;1152.7;1302.1;290.25
2023-04;368.4;1146.7;1399.78;292.45
2023-04;416.97;1225.55;1141.98;322.61
2023-04;811.58;1340.98;1127.09;291.79
2023-04;938.71;754.71;1112.42;355.43
2023-05;906.8;758;1141.46;430.94
2023-05;819.75;768.98;1661.12;253.22
2023-05;501.65;1187.61;1033.81;373.78
2023-05;797.66;817.61;1485.49;478.47
2023-05;808.45;1060.42;1841.65;328.89
2023-05;404.68;1357.92;1519.9;394.78
2023-05;450.48;1299.72;1733.5;447.73
2023-05;696.01;1093.76;1567.77;341.26
2023-05;866.02;949.94;1670.74;440.27
2023-05;394.91;1072.28;1368.11;278.06
2023-05;578.5;1454.14;1121.55;467.33
2023-05;608.06;1077.68;1406.94;297.48
2023-05;593.51;1118.08;1839.95;306.74
2023-05;393.57;1474.91;1212.35;218.98
2023-05;476.08;751.5;1726.1;441.04
2023-05;476.82;1116.29;NA;214.78
2023-05;928.36;1196.29;1660.26;435.45
2023-05;688.97;1175;1850.13;379.17
2023-05;572.34;1285.65;1783.68;410.03
2023-05;632.28;1106.88;1343.75;391.75
2023-05;891.57;970.81;961.31;403.95
2023-05;534.18;859.96;1362.84;474.88
2023-05;859.21;1483.57;1727.29;394.29
2023-05;359.26;1254.06;1040.47;222.69
2023-05;583.44;823.14;1530.08;220.11
2023-05;546.61;1445.82;1856.16;369.57
2023-05;747.66;1484.95;1425.96;366.43
2023-05;409.43;1091.4;1175.43;260.72
2023-05;475.82;777.16;1273.32;283.36
2023-05;842.72;1412.76;1000.13;371.25
2023-05;920.22;914.27;1236.06;273.2
2023-06;387.29;878.15;1195.3;332.55
2023-06;609.32;1168.5;1000.77;380.69
2023-06;681.12;1287.73;1345.56;405.19
2023-06;457.85;1052.15;1400.07;239.23
2023-06;516.78;1048.75;1388.46;409.29
2023-06;799.09;1494.07;1132.58;367.04
2023-06;478.53;1300.78;1676.5;385.15
2023-06;949.67;1265.56;1492.94;367.05
2023-06;801.58;1287.98;1399.65;250.87
2023-06;357.35;1122.95;961.74;304.89
2023-06;712.76;1480.37;1220.43;434.96
2023-06;832.61;1469.67;1301.27;219.1
2023-06;836.99;809.36;1173.32;388.54
2023-06;587.78;1450.54;1123.57;384.03
2023-06;431.41;1422.02;1403.56;281.59
2023-06;361.56;1112.25;1550.93;447.72
2023-06;808.62;787.91;1177.04;430.33
2023-06;506.63;1005.9;1194.21;381.46
2023-06;386.87;980.57;NA;422.55
2023-06;561.22;1399.13;1618.26;226.08
2023-06;809.78;1276.57;1525.43;436.28
2023-06;705.29;927.01;1892.09;417.08
2023-06;915.25;921.49;1948.95;440.65
2023-06;885.17;1323.79;1004.48;413.21
2023-06;814.26;1260.93;1130.18;241.93
2023-06;684.3;1491.8;1557.62;247.32
2023-06;609.77;1401.81;1484.06;390.4
2023-06;873.89;881.5;1348.95;404.46
2023-06;793.63;1367.43;1534.45;478.47
2023-06;395.54;1011.75;1070.05;245.46
2023-07;721.07;1056.83;1804.64;260.15
2023-07;771.53;1393.3;1300.48;237.23
2023-07;905.52;1233.94;1826.1;260.62
2023-07;803.77;1444.65;1007.28;392.9
2023-07;719.16;1359.4;1757.31;299.08
2023-07;411.67;1480.99;1913.88;444.33
2023-07;927.97;981;1380.72;278.81
2023-07;853.66;1057.22;1015.9;426.9
2023-07;587.06;1036.18;1434.83;288.61
2023-07;446.31;1306.79;1581.64;369.6
2023-07;875.94;1311.5;1723.01;415.16
2023-07;695.05;1140.17;1083.45;306.12
2023-07;681.04;1316.18;1655.88;380.58
2023-07;409.35;1231.62;1658.67;316.75
2023-07;783.86;1250.36;980.29;298.7
2023-07;646.31;1429.8;1297.99;428.42
2023-07;885.12;1109.49;1712.97;356.14
2023-07;371.74;1192.98;1848.48;315.4
2023-07;879.6;1201.15;963.84;477.34
2023-07;352.18;1456.97;1875.12;442.4
2023-07;362.43;1415.85;1440.03;264.51
2023-07;889.81;1149;1492.24;419.51
2023-07;792.83;893.15;1692.88;253.95
2023-07;474.36;893.22;1668.26;270.32
2023-07;898.72;1494.28;992.79;438.42
2023-07;830.81;1145.57;1782.24;395.23
2023-07;711.6;1049.95;1279.26;412.66
2023-07;674.07;1180.64;1757.72;362.55
2023-07;527.13;1228.01;1108.46;340.46
2023-07;545.43;1311.29;1741.02;399.86
2023-07;464.31;875.59;1009.34;421.37
2023-08;496.72;892.79;1437.2;324.94
2023-08;756.8;851.03;1749.13;427.85
2023-08;749;1079.05;1565.75;479.12
2023-08;408.95;998.61;1268.34;205.42
2023-08;769.45;1401.36;981.86;464.09
2023-08;462.84;1072.98;1272.37;436.17
2023-08;637.17;1133.12;1269.08;294.03
2023-08;486.17;1207.06;1903.57;274.36
2023-08;421.68;1222.68;921.41;219.66
2023-08;683.95;1159.8;1508.79;241.25
2023-08;506.19;1372.86;1460.7;272.76
2023-08;578.4;1198.85;927.25;312.19
2023-08;717.84;921.62;1615.3;465.9
2023-08;636.15;917.37;1591.57;355.97
2023-08;413.9;782.38;1337.35;296.42
2023-08;436.4;1303.3;1195.5;327.76
2023-08;791.44;1169.53;1445.22;329.18
2023-08;861.01;1079.34;951.17;352.8
2023-08;866.42;1299.43;1119.55;291.04
2023-08;362.56;956.37;1784.12;289.72
2023-08;685.85;768.06;1614.45;309.73
2023-08;593.88;1365.39;1738.28;289.95
2023-08;638.31;838.4;1926.64;296.56
2023-08;566.91;779.33;1618.93;263.24
2023-08;687.74;1482.78;1217.56;277.2
2023-08;717.81;1265.97;1206.07;290.97
2023-08;923.97;1103.89;1014.52;477.74
2023-08;383.19;1030.27;1689.9;425.94
2023-08;604.25;1043.32;1434.87;445.83
2023-08;683.51;1041.92;1874.95;427.89
2023-08;649.61;1218.6;940.83;432.43
2023-09;941.29;1176.46;1663.19;363.45
2023-09;612.35;1350.88;1154.74;299.11
2023-09;517.2;797.04;1445.5;440.92
2023-09;856.73;819.38;NA;430.82
2023-09;669.54;1301.82;1890.6;207.01
2023-09;910.98;873.46;1566.21;400.61
2023-09;486.87;1246.21;1695.25;283.65
2023-09;774.89;858.63;1940.52;340.36
2023-09;832.43;1110.03;1600.96;222.4
2023-09;378.51;1213.07;1171.82;325.53
2023-09;426.35;1247.12;906.69;476.42
2023-09;442.34;988.5;1311.85;316.33
2023-09;548.15;1343.81;1548.43;462.47
2023-09;473.76;1011.7;1403.46;286.25
2023-09;435.84;1111.78;1800.23;358.93
2023-09;531.35;783.97;1757.68;212.39
2023-09;497.32;818.05;1514.84;320.92
2023-09;367.85;1010.31;1512.81;475.93
2023-09;888.82;1026.28;1833.52;275.71
2023-09;387.72;1140.15;1908.83;443.26
2023-09;838.52;890.11;1845.47;237.23
2023-09;515.99;848.24;1402.33;295.12
2023-09;543.26;1029.28;937.55;272.91
2023-09;855.63;762.21;1802.76;404.4
2023-09;460.48;1142.99;1525.66;458.64
2023-09;555.02;1001.42;917.39;392.91
2023-09;630.7;929.59;1811.19;437.92
2023-09;717.03;1079.93;1124.51;476.1
2023-09;683.47;1288.14;1634.62;283.24
2023-09;843.56;1084.07;1028.09;465.97
2023-10;401.87;775.77;1013.19;226.17
2023-10;870.21;1325.12;1630.86;425.7
2023-10;490.16;1233.8;1837;244.96
2023-10;882.9;1447.93;925.89;226.26
2023-10;632.27;754.71;979.42;273.02
2023-10;531.05;1150.26;1843.92;452.08
2023-10;917.75;1264.53;908.84;297.01
2023-10;786.77;1042.14;1312.58;280.98
2023-10;662.61;904.38;1510.18;370.59
2023-10;498.34;959.43;1588.96;370.52
2023-10;941.58;789.96;1237.44;437.07
2023-10;452.49;1416.05;1404.5;329.99
2023-10;895.46;1448.37;948.85;361.97
2023-10;773.25;819.8;1576.68;348.55
2023-10;763.78;1373.69;1823.88;398.16
2023-10;374.86;1251.07;1396.18;452.85
2023-10;494.22;963.24;1384.08;361.94
2023-10;586.97;1448.46;1907.83;369.64
2023-10;604.26;1131.71;1576.1;210.31
2023-10;843.9;1403.04;1100.87;387.11
2023-10;731.9;849.24;1552.83;203.78
2023-10;524.42;1094.91;931.32;395.57
2023-10;854.57;817.06;1434.39;290.29
2023-10;547.05;1120.68;1339.09;299.68
2023-10;424.05;1055.02;1828.79;322.08
2023-10;445.64;1410.51;1330.79;214.56
2023-10;608.95;845.03;NA;263.12
2023-10;645.06;842.21;962.12;248.44
2023-10;589.14;842.21;1652.25;406.04
2023-10;672.69;1007.11;1713.21;250.26
2023-10;568.08;1452.05;1151.35;446.56
2023-11;411.23;1415.24;1007.72;248.45
2023-11;739.01;1495.7;1306.84;477.33
2023-11;908.87;1248.96;1023.07;476.52
2023-11;611.01;1354.78;1792.99;269.48
2023-11;811.95;1145.25;1425.32;212.85
2023-11;609.03;868.71;961.83;366.81
2023-11;616.44;1176.78;1014.25;312.21
2023-11;697.79;761.82;1669.75;353.89
2023-11;793.67;1300.08;1466.89;213.05
2023-11;542.49;1037.17;1130.21;251.52
2023-11;555.17;1145.61;951.5;404.58
2023-11;932.71;1020.4;1663.1;419.33
2023-11;947.42;1287.43;1935.86;353.07
2023-11;736.56;793.36;1808.42;219.84
2023-11;917.82;771.81;1583.82;395.74
2023-11;829.88;1071.5;1358.41;292
2023-11;668.35;1091.14;1135.22;221.86
2023-11;550.36;1481.14;1662.28;339.02
2023-11;837.68;1169.28;1693.57;309.98
2023-11;872.11;1274.22;1865.57;327.52
2023-11;723.36;984.07;1403.53;310.16
2023-11;624.33;1154.82;1231.34;321.04
2023-11;511.55;763.25;1730.73;228.97
2023-11;606.71;1154.31;1065.8;473.69
2023-11;369.07;997.1;1281.05;244.07
2023-11;681.71;759.36;1755.38;304.14
2023-11;437.99;800.67;1380.86;311.44
2023-11;726.11;881.74;1530.77;302.18
2023-11;696.3;1118.23;1696.13;336.34
2023-11;438.77;898.82;1715.42;317.11
2023-12;630.42;820.68;1762.49;307.12
2023-12;537.63;1084.62;1084.61;460.46
2023-12;436.55;868.43;1515.3;248.73
2023-12;812.97;1491.55;1285.06;463.39
2023-12;353.62;1412.39;1615.09;349.36
2023-12;500.79;1297.33;1231.46;419.1
2023-12;550.86;1073.39;912.45;271.53
2023-12;629.2;1217.35;1306.51;239.78
2023-12;525.1;899.54;924.05;362.2
2023-12;885.8;1187.7;1898.22;328.46
2023-12;364.76;1074.39;1230.05;457.5
2023-12;818.71;1056.18;1866.07;245.61
2023-12;528.47;899.53;1399.39;387.47
2023-12;687.93;1211.87;1498.94;232.05
2023-12;883.01;1152.48;1069.61;408.39
2023-12;563.96;1104.45;NA;223.01
2023-12;389.46;1257.51;1865.56;288.47
2023-12;805.36;1483.32;1641.62;307.74
2023-12;823.73;952.46;1317.24;375.92
2023-12;590.9;987.84;1826;451.53
2023-12;425.96;1079.86;1468.43;204.86
2023-12;792.96;1134.38;955.77;458.94
2023-12;777.55;1482.18;1138.34;348.95
2023-12;352.3;1007.9;1858.27;425.39
2023-12;659.04;1091.19;1697.26;478.92
2023-12;888.23;1314.07;1008.89;283.86
2023-12;838.88;1252.82;966.73;328.59
2023-12;429.62;752.33;1369.31;443.2
2023-12;630.07;1440.72;1158.7;454.54
2023-12;677.97;1134.09;1189.74;330.55
2023-12;439.39;1268;1608.56;423.39
2024-01;688.27;963.26;1637.96;340.64
2024-01;918.06;1371.07;1177.11;293.89
2024-01;565.61;982.45;1616.46;293.79
2024-01;614.31;1393.6;1466.87;391.55
2024-01;835.06;1417.51;1906.5;425.33
2024-01;847.38;1255.25;1216.27;375.69
2024-01;508.24;921.45;1135;214.78
2024-01;757.17;846.37;1189.54;420.96
2024-01;810.91;1270.68;1503.02;201.03
2024-01;475.52;1488.23;1364.95;320.16
2024-01;373.63;822.46;1425.78;377.92
2024-01;863.08;1121.24;1812.26;252.01
2024-01;716.67;1034.56;1532.68;224.34
2024-01;454.89;1321.6;936.11;474.81
2024-01;840.73;854.16;1573.78;472.71
2024-01;597.23;870.13;1392.37;244.92
2024-01;372.54;834.11;1580.28;289.89
2024-01;741.24;1143.4;1853.92;447.91
2024-01;647.49;937.47;1569.33;436.68
2024-01;484.24;989.96;1427.7;367.94
2024-01;890.25;1080.58;1032.8;476.15
2024-01;582.05;959.23;1125.16;478.8
2024-01;780.29;1220.95;1247.34;390.25
2024-01;398.64;853.22;1377.57;362.71
2024-01;536.96;1388.95;1361.96;250.12
2024-01;684.12;1249.43;1909.06;389.75
2024-01;574.46;1164.4;1752.26;425.75
2024-01;890.41;798.37;1896.23;313.29
2024-01;623.86;1239.23;1584.19;400.79
2024-01;879.48;1133.57;1896.05;286.66
2024-01;834.47;857.86;1502.36;212.16
2024-02;403.97;1140.79;1366.71;369.39
2024-02;757.37;926.04;1614.18;262.62
2024-02;684.4;1211.69;1296.73;409.31
2024-02;492.94;1283.58;1778.63;460.67
2024-02;634.53;844.83;1654.09;412.09
2024-02;406.71;878.52;1187.14;450.7
2024-02;474.33;1189.22;1774.64;383.63
2024-02;749.39;1480.62;920.15;281.42
2024-02;744.45;1477.02;1767.18;411.75
2024-02;786.51;1145.18;1535.55;312.68
2024-02;748.38;1018.02;1192.14;204.16
2024-02;808.94;1417.1;1620.92;248.45
2024-02;890.48;1030.73;1254.61;257.78
2024-02;835.34;1067.62;1216.82;476.42
2024-02;894.54;864.17;1485.63;325.3
2024-02;698.21;1362.4;1237.36;284.25
2024-02;681.65;1365.64;929.32;374.21
2024-02;897.68;1433.42;1949.79;225.83
2024-02;529.86;1441.43;1531.48;211.47
2024-02;456.16;1203.75;1125.9;258.75
2024-02;392.22;1395.38;1042.89;346.11
2024-02;748.86;1290.77;1399.37;365.53
2024-02;790.88;1291.34;901.9;274.72
2024-02;704.61;1184.83;905.41;203.31
2024-02;816.42;1350.11;1195.14;466.96
2024-02;403.45;1397.48;981.58;211.56
2024-02;691.24;1068.78;958.53;231.28
2024-02;403.07;1460.69;1891.2;291.83
2024-02;672.35;1104.15;1606.95;235.03
2024-03;816.4;1311.93;1868.79;418.86
2024-03;696.1;1076.31;1129.68;204.78
2024-03;455.96;827.86;1699.81;226.05
2024-03;479.08;1044.52;1137.75;328.94
2024-03;764.28;817.49;NA;234.88
2024-03;873.57;1391.52;1572.49;380.73
2024-03;363.77;855.22;1714.2;323.66
2024-03;688.54;1395.84;1845.81;357.44
2024-03;487.73;1499.59;962.69;404.17
2024-03;913.5;794.05;1115;405.99
2024-03;939.82;833.26;1748.18;479.42
2024-03;802.44;915.56;1352.38;257.51
2024-03;603.06;1063.31;1926.27;472.78
2024-03;948.39;898.1;1790.47;246.95
2024-03;721.27;991.94;1769.78;351.51
2024-03;559.75;1110.42;1466;241.46
2024-03;665.08;1012.45;1892.72;446.19
2024-03;546.67;1313.55;1475.21;207.22
2024-03;646.09;978.86;1298.57;278.22
2024-03;948.42;799.59;1915.07;229.97
2024-03;764.11;985.94;1466.47;254.5
2024-03;891.57;1152.41;1172.61;332.87
2024-03;928.85;1367.36;1378.06;332.5
2024-03;922.03;1391.74;1009.12;473.51
2024-03;449.53;1292.99;1684.68;425.47
2024-03;424.52;1407.44;955.71;360.09
2024-03;874.31;922;1341.67;443.84
2024-03;481.37;1005.45;1735.07;354.6
2024-03;799.19;1267.23;1544.46;442.37
2024-03;550.09;1246.31;1328.98;266.03
2024-03;701.24;1454.96;1385.51;362.17
2024-04;733.99;1159.52;1885.9;414.32
2024-04;741.73;1164.62;1168.21;205.52
2024-04;928.62;1452.77;1332.18;299.63
2024-04;851.26;980.99;1949.58;280.63
2024-04;942.24;1273.32;1270.4;360.05
2024-04;711.09;975.3;1577.78;301.7
2024-04;451.87;1358.21;1274.1;299.39
2024-04;821.06;1399.18;1197.19;397.18
2024-04;727.56;1318.84;1834.22;286.09
2024-04;443.56;1240.42;955.19;467.23
2024-04;523.57;1245.23;919.53;430.63
2024-04;828.78;1075.85;1906.43;415.92
2024-04;728.84;1224.67;1796.69;436.94
2024-04;719.87;1242.04;1912.5;361.63
2024-04;861.22;1303.6;957.5;415.33
2024-04;649.13;1444.59;1192.32;357.22
2024-04;865.61;1068.93;1779.76;448.57
2024-04;512.93;1026.97;1047.72;412.99
2024-04;350.13;1437.14;1101.9;459.67
2024-04;709.17;1475.07;1143.76;393.98
2024-04;472.08;1077.48;1086.8;442.21
2024-04;696.53;1332.38;1421.04;241.97
2024-04;748.8;869.67;1561.62;438.56
2024-04;625.41;1405.87;1816.43;338.9
2024-04;461.22;1498.09;1247;471.87
2024-04;816.5;1473.43;1123.77;415.55
2024-04;754.91;1042.44;1078.83;295.96
2024-04;678.59;1047.1;1789.05;458.37
