id_transaccion;fecha_venta;id_provincia;id_sector;monto_ventas_musd
TX-109876;2041-09;2;S01;130.18
TX-109877;2028-03;3;S01;26.31
TX-109878;2040-04;3;S01;16.23
TX-109879;2017-04;7;S05;113.91
TX-109880;2029-02;7;S05;95.2
TX-109881;2035-07;3;S04;24.99
TX-109882;2032-07;6;S03;52.18
TX-109883;2025-02;4;S02;127.85
TX-109884;2017-12;2;S01;61.32
TX-109885;2020-02;6;S05;43.19
TX-109886;2025-01;7;S05;11.97
TX-109887;2035-04;1;S03;135.81
TX-109888;2028-08;3;S04;31.58
TX-109889;2024-07;6;S01;37.14
TX-109890;2016-05;2;S02;67.36
TX-109891;2036-09;1;S05;36.24
TX-109892;2029-05;5;S01;22.72
TX-109893;2038-04;5;S02;117.54
TX-109894;2040-04;2;S03;71.36
TX-109895;2040-04;7;S02;57.53
TX-109896;2023-10;8;  S01  ;134.88
TX-109897;2025-05;7;S01;40.59
TX-109898;2040-03;7;S05;140.57
TX-109899;2024-01;5;S03;122.92
TX-109900;2025-09;5;S04;148.89
TX-109901;2032-01;7;S03;20.22
TX-109902;2032-01;8;S05;87.13
TX-109903;2028-07;6;S02;45.5
TX-109904;2030-11;6;S04;14.06
TX-109905;2024-12;5;S05;103.65
TX-109906;2023-09;6;S03;146
TX-109907;2034-06;8;S03;146.95
TX-109908;2016-08;1;S05;61.52
TX-109909;2034-08;7;S03;20.33
TX-109910;2034-04;6;S01;73.01
TX-109911;2033-10;2;S05;40
TX-109912;2025-05;2;S02;101.49
TX-109913;2034-06;8;S05;97.33
TX-109914;2017-04;4;S02;6.9
TX-109915;2024-06;5;S05;110.83
TX-109916;2042-05;8;  S01  ;135.52
TX-109917;2024-11;7;S02;84.62
TX-109918;2018-01;8;S04;111.01
TX-109919;2026-09;6;S02;114.17
TX-109920;2041-08;5;S04;54.31
TX-109921;2030-10;3;S05;90.98
TX-109922;2043-04;1;S01;94.83
TX-109923;2023-11;2;S01;115.06
TX-109924;2040-05;7;S05;62.97
TX-109925;2029-12;5;S04;117.29
TX-109926;2027-01;3;S02;141.76
TX-109927;2021-06;7;S03;123.09
TX-109928;2025-12;5;S05;66.86
TX-109929;2023-06;1;S05;5.93
TX-109930;2021-03;2;S01;86.3
TX-109931;2039-07;7;S02;105.03
TX-109932;2036-08;8;S03;57.58
TX-109933;2040-06;1;S05;138.39
TX-109934;2036-02;6;S05;115.07
TX-109935;2023-02;8;S03;116.21
TX-109936;2029-04;7;S05;115.38
TX-109937;2039-07;7;S01;10.38
TX-109938;2036-10;5;S01;18.62
TX-109939;2016-01;5;S04;94.23
TX-109940;2035-02;8;S04;37.15
TX-109941;2036-10;3;S03;96.07
TX-109942;2035-08;2;S05;104.92
TX-109943;2037-07;2;S04;125.54
TX-109944;2030-09;8;S01;145.31
TX-109945;2031-12;4;S03;134.98
TX-109946;2019-08;5;S05;131.21
TX-109947;2031-10;5;S05;140.32
TX-109948;2018-07;1;S05;85.05
TX-109949;2023-06;7;S04;20.25
TX-109950;2038-07;3;S03;139.98
TX-109951;2025-05;8;S02;13.56
TX-109952;2036-12;7;S02;103.67
TX-109953;2038-08;2;S04;43.49
TX-109954;2040-03;8;S04;85.94
TX-109955;2016-03;1;S03;144.81
TX-109956;2038-09;8;S01;63.89
TX-109957;2025-07;1;S02;6.95
TX-109958;2022-10;2;S05;66.07
TX-109959;2025-06;2;S02;76.47
TX-109960;2032-11;6;S05;15.51
TX-109961;2030-07;5;S05;32.3
TX-109962;2023-06;1;S02;46.89
TX-109963;2032-04;8;S03;121.49
TX-109964;2019-05;1;S01;78.89
TX-109965;2035-10;2;S02;91.59
TX-109966;2034-03;6;S03;37.25
TX-109967;2020-05;7;S01;90.77
TX-109968;2021-04;5;S02;7.06
TX-109969;2038-04;3;S03;76.48
TX-109970;2033-02;1;S03;25.64
TX-109971;2033-09;3;S03;102.55
TX-109972;2017-04;6;S02;124.31
TX-109973;2032-02;7;S01;58.88
TX-109974;2018-12;3;S03;97.21
TX-109975;2030-01;5;S05;105.3
TX-109976;2041-07;2;S01;139.7
TX-109977;2024-12;8;S01;121.08
TX-109978;2024-04;3;S05;113.16
TX-109979;2039-06;1;S01;63.31
TX-109980;2039-01;8;S02;61.47
TX-109981;2025-07;5;S01;114.17
TX-109982;2041-03;3;S02;15.26
TX-109983;2022-04;8;S03;143.59
TX-109984;2039-06;4;S02;21.97
TX-109985;2033-09;3;S04;46.92
TX-109986;2023-04;2;S02;130.43
TX-109987;2038-07;4;S03;146.93
TX-109988;2023-05;6;S04;31.98
TX-109989;2041-03;1;S03;52.68
TX-109990;2027-01;5;S04;74.79
TX-109991;2032-05;5;S03;143.65
TX-109992;2036-02;6;S05;143.11
TX-109993;2031-05;3;S02;122.38
TX-109994;2031-09;7;S04;108.95
TX-109995;2031-01;8;S05;18.98
TX-109996;2020-11;3;S04;69.03
TX-109997;2030-03;1;S01;113.85
TX-109998;2027-01;6;S04;134.05
TX-109999;2019-11;5;S04;31.07
TX-110000;2039-09;4;S03;107.39
TX-110001;2021-04;2;S02;140.82
TX-110002;2018-11;2;S05;62.73
TX-110003;2043-03;4;S02;5.68
TX-110004;2035-05;3;S03;14.19
TX-110005;2020-12;5;S02;27.39
TX-110006;2026-05;3;S04;118.48
TX-110007;2035-07;5;S02;149.11
TX-110008;2035-01;5;S02;45.5
TX-110009;2035-03;6;S03;98.14
TX-110010;2041-04;6;S01;37.82
TX-110011;2033-07;7;S04;90.7
TX-110012;2017-12;4;S05;42.07
TX-110013;2033-01;5;S05;35.48
TX-110014;2016-05;6;S02;29.69
TX-110015;2041-11;6;S01;111.79
TX-110016;2036-04;5;S03;25.57
TX-110017;2025-03;5;S04;55.22
TX-110018;2038-03;3;S03;144.7
TX-110019;2041-02;6;S04;145.96
TX-110020;2025-06;4;S02;146.16
TX-110021;2042-01;3;S05;72.23
TX-110022;2024-02;8;S04;55.79
TX-110023;2020-09;5;S03;31.56
TX-110024;2032-08;1;S05;98.1
TX-110025;2040-09;4;S02;69.94
TX-110026;2026-01;3;S02;81.66
TX-110027;2036-08;8;S03;65.26
TX-110028;2031-07;1;S01;39.06
TX-110029;2020-12;1;S05;120.59
TX-110030;2041-07;8;S01;28.12
TX-110031;2026-07;3;S05;30
TX-110032;2031-01;6;S05;114.54
TX-110033;2035-03;5;S03;20.68
TX-110034;2038-11;8;S03;137.49
TX-110035;2019-03;1;S02;48.52
TX-110036;2018-04;7;S03;108.97
TX-110037;2041-10;4;S05;31.94
TX-110038;2019-09;7;S02;30.07
TX-110039;2032-09;8;S05;7.92
TX-110040;2041-06;5;S02;15.79
TX-110041;2036-11;4;S01;73.31
TX-110042;2017-02;8;  S01  ;94
TX-110043;2025-08;7;S03;22.35
TX-110044;2032-09;2;S05;99.6
TX-110045;2022-02;1;S04;11.45
TX-110046;2027-03;3;S03;37.07
TX-110047;2021-02;4;S01;105.45
TX-110048;2026-08;2;S02;105.86
TX-110049;2041-10;1;S03;72.37
TX-110050;2037-11;5;S04;91.55
TX-110051;2031-11;3;S01;76.97
TX-110052;2041-06;7;S02;83.8
TX-110053;2027-01;7;S01;76.39
TX-110054;2027-02;1;S04;72.01
TX-110055;2027-01;7;S03;101.6
TX-110056;2036-01;5;S02;63.81
TX-110057;2016-12;7;S04;91.57
TX-110058;2029-05;7;S02;121.92
TX-110059;2023-02;6;S04;38.82
TX-110060;2024-09;4;S05;30.37
TX-110061;2032-02;4;S02;71.76
TX-110062;2027-05;4;S04;52.81
TX-110063;2042-10;3;S05;129.27
TX-110064;2026-09;6;S04;97.66
TX-110065;2041-12;7;S01;101.97
TX-110066;2041-09;8;S02;136.79
TX-110067;2041-01;1;S05;104.2
TX-110068;2041-05;3;S02;86.02
TX-110069;2036-01;7;S05;11.48
TX-110070;2016-08;8;S04;99.81
TX-110071;2037-02;1;S05;16.71
TX-110072;2019-02;6;S03;131.67
TX-110073;2037-03;8;S03;135.62
TX-110074;2027-06;7;S05;16.5
TX-110075;2034-03;2;S02;120.28
TX-110076;2030-08;6;S03;68.06
TX-110077;2039-04;8;S03;32.65
TX-110078;2033-03;7;S05;15.16
TX-110079;2016-01;2;S01;131.65
TX-110080;2017-02;4;S05;52.24
TX-110081;2025-08;3;S05;77.47
TX-110082;2036-07;5;S04;109.17
TX-110083;2028-01;8;S02;109.07
TX-110084;2032-03;6;S03;7.53
TX-110085;2040-09;2;S02;146.25
TX-110086;2033-07;1;  S01  ;5.25
TX-110087;2023-02;3;S05;26.72
TX-110088;2021-07;6;S03;114.63
TX-110089;2033-01;7;S04;38.5
TX-110090;2037-04;1;S01;133.05
TX-110091;2026-10;3;S04;145.54
TX-110092;2043-03;2;S01;102.47
TX-110093;2030-02;6;S01;18.05
TX-110094;2042-03;2;S04;131.39
TX-110095;2042-11;4;S03;131.07
TX-110096;2019-08;4;S03;135.58
TX-110097;2036-11;5;S02;128.6
TX-110098;2041-05;2;S01;51.33
TX-110099;2024-08;8;S01;63.82
TX-110100;2034-07;5;S02;5.41
TX-110101;2018-08;1;S03;8.05
TX-110102;2019-11;1;S02;94.29
TX-110103;2042-12;7;S05;88.87
TX-110104;2031-04;2;S02;109.65
TX-110105;2018-07;1;S01;116.42
TX-110106;2021-03;1;S03;19.85
TX-110107;2034-03;4;S03;24.48
TX-110108;2034-10;2;S04;149.41
TX-110109;2031-10;2;S05;22.36
TX-110110;2018-06;2;S02;43.41
TX-110111;2042-06;6;S01;108.34
TX-110112;2022-02;8;S01;16.09
TX-110113;2036-06;5;S04;113.68
TX-110114;2035-07;7;S05;52.26
TX-110115;2037-11;8;S03;35.62
TX-110116;2028-07;4;S01;136.54
TX-110117;2021-01;8;S01;138.19
TX-110118;2025-11;3;S04;35.52
TX-110119;2041-01;6;S04;128.32
TX-110120;2016-11;2;S03;140.02
TX-110121;2021-10;8;S02;146.08
TX-110122;2027-06;5;S05;125.41
TX-110123;2022-12;4;S04;9.91
TX-110124;2034-12;4;S03;83.14
TX-110125;2031-09;5;S01;16.27
TX-110126;2029-06;4;S01;104.69
TX-110127;2023-04;8;S04;22.24
TX-110128;2029-06;8;S04;50.24
TX-110129;2037-02;4;S05;145.23
TX-110130;2023-04;4;S04;95.41
TX-110131;2031-12;1;S01;70.58
TX-110132;2026-01;3;S02;127.71
TX-110133;2037-06;8;S05;66.01
TX-110134;2031-12;2;S04;22.06
TX-110135;2034-05;3;S02;39.2
TX-110136;2017-06;2;S04;33.43
TX-110137;2021-04;1;S05;29.8
TX-110138;2029-02;5;S03;15.21
TX-110139;2040-09;8;S01;116.99
TX-110140;2031-02;3;S02;148.83
TX-110141;2025-12;2;S03;74.25
TX-110142;2028-08;6;S04;101.19
TX-110143;2023-06;7;S04;93.81
TX-110144;2023-12;7;S04;126.44
TX-110145;2042-09;4;S04;78.02
TX-110146;2040-07;6;S02;18.25
TX-110147;2043-01;2;S01;149.59
TX-110148;2018-04;4;S03;148.77
TX-110149;2043-03;8;S04;48.01
TX-110150;2025-08;8;S01;64.47
TX-110151;2033-09;3;S04;74.95
TX-110152;2018-07;2;S04;132.66
TX-110153;2018-08;4;S04;122.11
TX-110154;2017-08;5;S04;100.75
TX-110155;2040-07;2;S04;43.93
TX-110156;2041-08;4;S05;102.9
TX-110157;2024-01;8;S05;121.01
TX-110158;2031-08;3;S02;35.47
TX-110159;2024-04;7;S04;94.46
TX-110160;2017-02;5;S04;74.96
TX-110161;2033-01;5;S03;38.26
TX-110162;2035-08;5;S04;51.26
TX-110163;2021-08;8;S02;13.55
TX-110164;2039-11;5;S01;102.77
TX-110165;2026-08;6;S03;35.84
TX-110166;2027-03;5;S04;130.92
TX-110167;2024-11;8;S05;74.69
TX-110168;2033-07;3;S02;38.16
TX-110169;2036-05;4;S04;98.49
TX-110170;2029-08;3;S04;27.94
TX-110171;2026-06;4;S04;27.19
TX-110172;2036-09;1;S01;23.44
TX-110173;2035-09;6;S05;115.04
TX-110174;2039-10;3;S05;21.6
TX-110175;2040-06;5;S01;127.96
TX-110176;2031-03;8;S02;106.53
TX-110177;2026-11;1;S01;25.79
TX-110178;2019-08;2;S03;90.67
TX-110179;2017-07;5;S03;124.76
TX-110180;2024-03;5;S03;10.15
TX-110181;2017-06;3;S02;17.5
TX-110182;2035-05;6;S02;39.65
TX-110183;2036-02;1;S05;41.96
TX-110184;2016-10;4;S05;52.98
TX-110185;2025-01;3;S04;55.98
TX-110186;2026-11;5;S01;28.61
TX-110187;2022-02;7;S05;81.07
TX-110188;2034-04;8;S01;8.72
TX-110189;2034-04;7;S01;29.21
TX-110190;2022-08;6;S01;25.04
TX-110191;2029-04;6;S02;97.08
TX-110192;2020-05;8;S02;72.06
TX-110193;2039-09;6;S04;113.52
TX-110194;2042-09;5;S03;59.61
TX-110195;2038-02;2;S02;137.95
TX-110196;2033-12;1;S04;14.8
TX-110197;2038-01;6;S04;66.05
TX-110198;2032-05;1;S02;74.52
TX-110199;2039-05;1;S02;32.87
TX-110200;2030-05;1;  S01  ;52.28
TX-110201;2019-05;8;S01;76.2
TX-110202;2035-05;5;S04;78.43
TX-110203;2022-10;6;S01;109.09
TX-110204;2037-07;8;S01;114.12
TX-110205;2029-02;7;S02;85.39
TX-110206;2028-02;5;S05;96.69
TX-110207;2033-03;2;S05;31.18
TX-110208;2032-02;6;S05;109.86
TX-110209;2021-11;2;S03;30.48
TX-110210;2019-03;3;S05;100.9
TX-110211;2036-01;2;S05;86.48
TX-110212;2016-12;7;S01;85.3
TX-110213;2040-02;6;S01;116.36
TX-110214;2016-07;3;S01;70.68
TX-110215;2022-01;5;S03;141.81
TX-110216;2039-02;2;S01;69.76
TX-110217;2032-06;3;S02;133.11
TX-110218;2033-08;4;S02;85.87
TX-110219;2023-01;6;S01;16.14
TX-110220;2018-07;4;S05;119.29
TX-110221;2023-08;1;S04;41.61
TX-110222;2030-03;5;S05;81.58
TX-110223;2038-08;6;S02;126.4
TX-110224;2028-11;6;S03;13.2
TX-110225;2036-02;6;  S01  ;87.85
TX-110226;2017-11;7;S02;143.83
TX-110227;2027-09;2;S05;75.18
TX-110228;2016-05;7;S04;137.59
TX-110229;2042-02;3;S03;90.04
TX-110230;2039-05;4;S01;104.72
TX-110231;2018-10;8;S05;27.22
TX-110232;2023-06;3;S03;29.27
TX-110233;2031-12;8;S02;14.44
TX-110234;2041-11;8;S01;32.67
TX-110235;2031-11;6;S03;147.78
TX-110236;2037-01;1;S04;58.83
TX-110237;2041-07;6;S01;146.46
TX-110238;2018-01;6;S03;7.78
TX-110239;2023-09;6;S04;25.99
TX-110240;2025-08;7;S05;74.96
TX-110241;2027-12;6;S01;74.96
TX-110242;2040-01;3;S03;78.97
TX-110243;2017-07;7;S01;100.49
TX-110244;2032-05;2;S04;105.66
TX-110245;2016-05;1;S01;128.34
TX-110246;2041-11;3;S01;148.27
TX-110247;2022-06;7;S02;11.14
TX-110248;2029-04;3;S02;13.91
TX-110249;2018-08;8;S03;35.65
TX-110250;2037-03;4;S03;10.16
TX-110251;2039-05;5;S04;79.62
TX-110252;2026-02;2;S05;12
TX-110253;2032-09;2;S02;71.41
TX-110254;2022-11;2;S04;38.13
TX-110255;2028-12;5;S03;36.84
TX-110256;2026-09;7;S02;126.28
TX-110257;2017-03;6;S05;110.9
TX-110258;2021-01;2;S05;96.79
TX-110259;2035-06;6;S04;132.56
TX-110260;2033-09;7;S04;11.28
TX-110261;2042-11;8;S05;51.3
TX-110262;2029-01;3;S03;68.77
TX-110263;2027-02;3;S05;57.67
TX-110264;2017-02;2;  S01  ;127.49
TX-110265;2042-03;5;S01;127.91
TX-110266;2021-10;8;S04;77.91
TX-110267;2030-09;3;S04;48.95
TX-110268;2040-10;8;S04;123.05
TX-110269;2032-02;2;S04;28.93
TX-110270;2042-12;6;S01;25.19
TX-110271;2033-08;3;S03;83.73
TX-110272;2018-12;5;S03;56.1
TX-110273;2028-03;4;S04;72.28
TX-110274;2028-08;4;S04;16.51
TX-110275;2040-07;6;S05;56.7
TX-110276;2027-01;3;S03;91.14
TX-110277;2017-03;2;S02;123.57
TX-110278;2017-02;5;S01;18.58
TX-110279;2017-05;1;S01;92.44
TX-110280;2031-04;1;S05;108.73
TX-110281;2034-11;4;S05;13.46
TX-110282;2027-01;6;S04;130.93
TX-110283;2028-06;3;S05;52.84
TX-110284;2017-02;2;S04;102.01
TX-110285;2020-08;6;S04;117.1
TX-110286;2038-07;6;S02;111.99
TX-110287;2030-04;4;S05;62.78
TX-110288;2033-11;8;S02;84.9
TX-110289;2031-04;1;S02;12.18
TX-110290;2034-05;8;S02;71.18
TX-110291;2041-04;2;S01;14.46
TX-110292;2025-12;3;S01;43.66
TX-110293;2019-11;5;S05;113.52
TX-110294;2031-12;6;S02;45.9
TX-110295;2022-12;7;S02;79.8
TX-110296;2033-11;8;S05;12.36
TX-110297;2021-02;4;S02;127.57
TX-110298;2016-11;7;S02;141.8
TX-110299;2041-05;4;S04;107.7
TX-110300;2016-11;5;S02;60.6
TX-110301;2030-10;4;S03;8.31
TX-110302;2023-06;7;S04;89.2
TX-110303;2036-10;2;S04;33.46
TX-110304;2017-05;7;S04;147.18
TX-110305;2038-02;5;S04;48.54
TX-110306;2035-07;1;S04;64.13
TX-110307;2031-10;1;S02;27.24
TX-110308;2024-07;7;S02;145.49
TX-110309;2030-10;3;S04;52.3
TX-110310;2026-02;4;S01;5.22
TX-110311;2027-02;8;S02;57.73
TX-110312;2019-02;4;S01;44.69
TX-110313;2032-02;6;S05;131.26
TX-110314;2027-06;2;S03;116.94
TX-110315;2040-02;7;S03;49.13
TX-110316;2033-04;2;S02;11.55
TX-110317;2041-06;7;S03;72.61
TX-110318;2016-03;7;S01;13.05
TX-110319;2038-07;7;S01;95.69
TX-110320;2042-01;8;S02;73.79
TX-110321;2021-10;3;S04;7.06
TX-110322;2030-01;1;S04;56.13
TX-110323;2034-10;1;S02;91.69
TX-110324;2038-07;8;S01;29.69
TX-110325;2029-04;1;S03;117.15
TX-110326;2018-11;1;S05;101.91
TX-110327;2037-06;3;S01;132.18
TX-110328;2031-03;3;S01;61.56
TX-110329;2019-08;7;S03;108.28
TX-110330;2025-02;6;S02;101.79
TX-110331;2027-05;7;S05;15.81
TX-110332;2019-01;7;S05;71.64
TX-110333;2031-03;8;S04;145.77
TX-110334;2024-08;3;  S01  ;15.1
TX-110335;2042-02;8;S02;94.03
TX-110336;2027-10;3;S01;89.59
TX-110337;2020-11;2;S04;136.04
TX-110338;2022-07;4;S05;94.51
TX-110339;2016-10;3;S02;89.16
TX-110340;2033-06;8;S02;20.99
TX-110341;2032-07;2;S01;126.6
TX-110342;2040-12;5;S03;57.85
TX-110343;2033-11;2;S04;63.83
TX-110344;2030-10;5;S05;43.97
TX-110345;2031-05;1;S01;7.03
TX-110346;2016-11;1;S03;15.58
TX-110347;2017-07;6;S04;39.06
TX-110348;2024-09;6;S02;115.1
TX-110349;2038-02;2;S05;22.4
TX-110350;2018-09;1;S02;131.42
TX-110351;2024-08;3;S05;75.59
TX-110352;2033-02;6;S01;32.8
TX-110353;2017-09;6;S02;74.63
TX-110354;2032-05;7;S02;146.03
TX-110355;2040-12;6;S02;94.53
TX-110356;2036-06;7;S02;131.56
TX-110357;2024-04;5;S02;60.52
TX-110358;2031-03;8;S01;62.32
TX-110359;2042-07;3;S04;77.04
TX-110360;2040-07;7;S04;119.97
TX-110361;2025-10;6;S04;130.29
TX-110362;2021-11;7;S05;27.48
TX-110363;2041-01;7;S04;55.66
TX-110364;2022-03;3;S01;39.66
TX-110365;2017-07;5;S01;93.15
TX-110366;2039-06;7;S02;7.83
TX-110367;2029-10;3;S02;62.64
TX-110368;2036-10;8;S02;34.73
TX-110369;2020-09;5;S01;91.97
TX-110370;2035-08;3;S02;139.4
TX-110371;2033-11;1;S02;22.44
TX-110372;2040-03;1;S03;16.94
TX-110373;2039-04;6;S04;51.93
TX-110374;2028-12;8;S03;66.73
TX-110375;2031-07;5;S02;112.85
TX-110376;2041-10;1;S04;77.61
TX-110377;2032-01;7;S02;30.2
TX-110378;2022-08;2;S04;131.25
TX-110379;2018-11;1;S04;133.29
TX-110380;2025-06;6;S02;72.3
TX-110381;2024-01;7;S05;47.36
TX-110382;2027-01;3;S02;15.92
TX-110383;2041-07;6;S05;33.91
TX-110384;2023-12;4;S02;144.52
TX-110385;2028-01;1;S02;48.27
TX-110386;2021-09;7;S04;109.17
TX-110387;2017-12;5;S05;136.8
TX-110388;2020-10;8;S04;7.48
TX-110389;2031-09;8;S02;145.77
TX-110390;2020-04;8;S05;129.34
TX-110391;2031-05;7;S01;105.99
TX-110392;2037-11;6;S03;14.57
TX-110393;2040-09;8;S05;73.81
TX-110394;2033-02;4;S05;90.22
TX-110395;2016-06;8;S02;6.32
TX-110396;2028-06;7;S03;30.38
TX-110397;2042-05;3;S02;133.61
TX-110398;2025-07;8;S05;80.85
TX-110399;2026-02;5;S04;61.11
TX-110400;2020-12;1;S01;124.25
TX-110401;2041-07;1;S03;131.37
TX-110402;2031-11;5;S05;38.64
TX-110403;2026-02;5;S04;123.87
TX-110404;2020-11;1;S02;45.1
TX-110405;2020-06;5;S03;116.7
TX-110406;2017-08;6;S04;71.84
TX-110407;2016-03;7;S02;27.93
TX-110408;2021-06;7;S03;80.19
TX-110409;2033-09;2;S02;97.92
TX-110410;2029-09;3;S01;39.32
TX-110411;2029-09;4;S03;56.2
TX-110412;2019-09;2;S03;133.44
TX-110413;2023-11;4;S03;34.86
TX-110414;2033-04;1;S01;58.44
TX-110415;2029-09;4;S03;14.15
TX-110416;2025-09;6;S05;137
TX-110417;2035-02;3;S02;51.47
TX-110418;2036-08;1;S05;132.5
TX-110419;2024-05;1;S02;125.38
TX-110420;2023-11;3;S05;12.39
TX-110421;2024-08;7;S01;130.13
TX-110422;2042-11;3;S03;34.17
TX-110423;2030-03;1;S02;39.55
TX-110424;2026-02;2;S02;66.25
TX-110425;2030-11;5;S05;48.86
TX-110426;2023-03;3;S03;47.8
TX-110427;2021-12;8;S02;25.79
TX-110428;2037-06;2;S02;127.43
TX-110429;2026-12;2;S03;109.27
TX-110430;2017-11;3;S02;71.91
TX-110431;2026-11;6;S02;46.06
TX-110432;2025-09;5;S01;32.93
TX-110433;2038-02;3;S03;102.86
TX-110434;2026-09;3;S01;78.47
TX-110435;2017-05;5;S01;24.75
TX-110436;2028-04;7;S05;53.04
TX-110437;2019-02;7;S04;6.31
TX-110438;2042-09;8;S01;94.41
TX-110439;2042-08;5;S03;6.35
TX-110440;2038-05;1;  S01  ;20.84
TX-110441;2042-02;6;S05;16.58
TX-110442;2037-10;4;S02;112.93
TX-110443;2016-04;3;S02;113.58
TX-110444;2035-01;1;S01;124.24
TX-110445;2016-01;2;S02;69.24
TX-110446;2029-10;7;S02;96.67
TX-110447;2018-03;5;S01;120.36
TX-110448;2029-10;2;S01;47.82
TX-110449;2020-05;3;S05;11.42
TX-110450;2020-10;2;S03;146.9
TX-110451;2025-02;4;S04;76.06
TX-110452;2017-11;8;S03;52.66
TX-110453;2037-05;2;S03;63.5
TX-110454;2029-11;8;S03;42.17
TX-110455;2026-07;2;S01;93.42
TX-110456;2040-10;3;S02;125.13
TX-110457;2036-03;5;S05;12.04
TX-110458;2022-09;2;S01;122.86
TX-110459;2028-09;2;  S01  ;21.9
TX-110460;2043-04;3;S01;102.52
TX-110461;2033-07;7;S03;65.44
TX-110462;2042-05;6;S03;124.9
TX-110463;2026-04;6;S04;58.63
TX-110464;2038-10;1;S01;122.69
TX-110465;2039-03;7;S02;29.18
TX-110466;2033-02;8;S02;33.21
TX-110467;2028-04;8;S01;27.11
TX-110468;2036-08;1;S01;28.9
TX-110469;2037-02;7;S03;62.19
TX-110470;2038-06;4;S04;119.37
TX-110471;2038-10;2;S04;97.6
TX-110472;2038-01;4;S03;108.67
TX-110473;2016-03;8;S03;69.88
TX-110474;2030-01;7;S01;73.21
TX-110475;2040-08;1;S03;131.04
TX-110476;2021-02;4;S04;134.64
TX-110477;2024-12;2;S05;140.59
TX-110478;2038-09;1;S02;136.58
TX-110479;2021-09;2;S03;72.23
TX-110480;2029-12;4;S05;51.24
TX-110481;2036-02;7;S04;38.16
TX-110482;2031-08;3;S01;28.52
TX-110483;2024-09;1;  S01  ;103.94
TX-110484;2036-05;1;S04;41.49
TX-110485;2040-11;2;S03;29.46
TX-110486;2022-08;7;S01;62.81
TX-110487;2019-02;4;S05;19.55
TX-110488;2028-05;6;S02;58.32
TX-110489;2034-07;1;S03;26.98
TX-110490;2032-12;5;S05;146.13
TX-110491;2020-01;4;S02;131.31
TX-110492;2038-06;4;S05;68.42
TX-110493;2024-12;2;S05;83.4
TX-110494;2017-02;2;S01;84.91
TX-110495;2034-03;7;S04;24.24
TX-110496;2031-07;1;S03;128.01
TX-110497;2039-06;6;S02;11.56
TX-110498;2029-02;6;S04;79.84
TX-110499;2028-10;3;S01;61.76
TX-110500;2018-01;8;S01;59.07
TX-110501;2017-06;3;S01;78.43
TX-110502;2022-09;3;S02;48.12
TX-110503;2024-01;7;S03;51.24
TX-110504;2017-04;4;S01;121.33
TX-110505;2030-04;4;S02;11.63
TX-110506;2029-10;1;S05;67.64
TX-110507;2032-06;6;S04;125.99
TX-110508;2027-01;6;S03;145.67
TX-110509;2037-11;6;S01;43.58
TX-110510;2042-07;5;S02;20.32
TX-110511;2029-01;4;S05;90.92
TX-110512;2038-11;2;S03;118.34
TX-110513;2017-06;4;S03;60.21
TX-110514;2038-08;5;S02;25.01
TX-110515;2032-05;3;S03;39.57
TX-110516;2039-01;7;S01;66.78
TX-110517;2032-03;5;S01;65.51
TX-110518;2016-12;8;S01;106.52
TX-110519;2022-05;8;S01;49.43
TX-110520;2022-07;6;S01;74.06
TX-110521;2043-01;5;S03;90.09
TX-110522;2019-02;8;S01;69.98
TX-110523;2028-03;5;S01;59.66
TX-110524;2028-08;2;S05;78.82
TX-110525;2041-08;2;S05;108.11
TX-110526;2036-10;8;S03;143.16
TX-110527;2036-09;4;S01;149.9
TX-110528;2025-08;5;S02;141.91
TX-110529;2031-04;8;S02;147.29
TX-110530;2023-11;5;S05;39.79
TX-110531;2024-10;4;S05;16.61
TX-110532;2032-04;6;S02;22.15
TX-110533;2027-05;2;S02;10.1
TX-110534;2016-12;2;S03;40.97
TX-110535;2032-12;3;S05;85.75
TX-110536;2033-06;1;S01;137.83
TX-110537;2025-06;4;S03;121
TX-110538;2034-05;3;S01;45.53
TX-110539;2025-03;2;S03;68.63
TX-110540;2016-09;4;S01;119.05
TX-110541;2034-07;1;S05;14.96
TX-110542;2022-06;7;S03;11.99
TX-110543;2027-02;5;S01;50.94
TX-110544;2017-09;8;S01;22.05
TX-110545;2036-02;1;S03;86.49
TX-110546;2033-04;2;S03;5.64
TX-110547;2024-11;5;S05;47.95
TX-110548;2018-03;8;S01;48.49
TX-110549;2034-03;6;S01;125.2
TX-110550;2032-09;7;S03;138.57
TX-110551;2027-09;6;S04;115.61
TX-110552;2041-08;1;S01;59.11
TX-110553;2028-03;1;S01;32.33
TX-110554;2037-06;6;S04;98.25
TX-110555;2018-04;2;  S01  ;67.78
TX-110556;2035-08;7;S05;88.61
TX-110557;2021-08;7;S02;130.55
TX-110558;2018-11;4;S03;22.78
TX-110559;2021-01;2;S04;24.46
TX-110560;2020-06;8;S01;69.8
TX-110561;2019-10;2;S05;81.85
TX-110562;2026-12;8;S04;117.24
TX-110563;2017-12;4;S01;112.41
TX-110564;2034-06;2;S03;109.04
TX-110565;2030-12;2;S02;91.46
TX-110566;2019-07;5;S01;85.27
TX-110567;2037-01;6;S02;85.33
TX-110568;2038-05;7;S03;44.06
TX-110569;2035-03;2;S04;62.05
TX-110570;2036-04;1;S05;143.29
TX-110571;2029-12;7;S01;15.47
TX-110572;2033-05;6;S05;30.45
