Column1.period;Column1.ideac_index;Column1.unemployment_rate;Column1.underemployment_rate
2020-08;104.74;3.84;22.04
2020-08;106.03;4.63;17.97
2020-08;105.43;6.11;19
2020-09;99.74;6.43;22.98
2020-09;101.56;5.14;18.01
2020-09;104.62;NA;22.09
2020-09;98.81;4.19;22.35
   2020-09   ;106.7;5.77;21.77
2020-09;107.17;3.88;18.69
07/09/2020;110.23;5.21;20.17
2020-09;106.88;4.19;20.17
2020-09;106.16;NA;19.34
2020-09;103.99;3.51;16.96
   2020-09   ;109.07;5.63;19.11
2020-09;103.81;6;16.71
2020-09;105.69;6.47;17.11
2020-09;99.58;3.29;18
2020-09;99.61;6.49;22.71
2020-09;105.46;4.66;16.75
2020-09;109.03;5.26;16.22
   2020-09   ;101.42;5.09;22.29
2020-09;106.47;5.78;20.65
2020-09;105.1;5.08;21.79
2020-09;104.85;4.22;16.08
2020-09;105.43;6.3;17.99
2020-09;105.35;6.52;17.36
2020-09;105.54;5.05;19.13
2020-09;115.63;5.06;18.85
2020-09;119.44;5.01;17.84
2020-09;109.05;5.53;20.74
2020-09;108.02;6.79;18.53
2020-09;104.98;4.52;16.09
2020-09;104.01;4.79;22.62
   2020-10   ;100.92;6.35;21.93
02/10/2020;103.22;3.35;22.47
2020-10;96.06;4.06;18.43
2020-10;105.52;6.52;19.23
05/10/2020;104.36;5.52;15.42
2020-10;101.4;3.45;18.14
2020-10;102.62;6.21;19.41
2020-10;113.99;3.24;17.65
   2020-10   ;102.81;3.53;21.13
2020-10;95.54;6.71;17.5
2020-10;105.87;5.51;16.1
2020-10;104.7;5.07;16.51
2020-10;99.28;3.52;20.13
2020-10;103.41;4.8;21.03
2020-10;103.17;5.72;16.89
2020-10;102.07;5.07;15.81
2020-10;105.63;4.82;17.77
2020-10;106.1;4.42;21.75
2020-10;106.9;6.79;19.3
2020-10;108.73;4.2;21.37
2020-10;103.95;6.13;18.6
22/10/2020;103.34;3.38;19.8
23/10/2020;103.13;6.55;18.71
2020-10;104.02;5.75;19.5
   2020-10   ;108.56;4.55;18.52
2020-10;109.25;3.44;15.48
27/10/2020;104.66;3.9;19.19
28/10/2020;111.49;5.42;16.26
29/10/2020;105.74;5.99;17.72
2020-10;104.82;4.23;15.22
   2020-10   ;106.42;5.32;22.41
2020-11;108.54;4.15;18.41
2020-11;103.47;6.63;14.83
2020-11;108.59;3.99;21.93
2020-11;103.89;6.62;20.44
05/11/2020;111.81;4.49;15.5
2020-11;111.32;4.6;22.54
2020-11;101.25;4.28;15.83
2020-11;105.33;6.19;19.61
2020-11;96.75;3.96;14.73
2020-11;106.34;NA;18.65
2020-11;111.41;3.8;15.31
   2020-11   ;107.38;5.46;20.76
13/11/2020;101.79;3.58;22.33
2020-11;99.53;NA;15.39
15/11/2020;99.98;4.36;18.55
2020-11;101.72;4.87;17
2020-11;106.45;5.32;20.81
18/11/2020;106.62;6.76;21.25
2020-11;107.06;4.13;14.91
2020-11;114.88;6.13;17.25
2020-11;106.05;6.74;16.98
2020-11;108.72;3.89;15.61
   2020-11   ;103.53;5.99;21.41
24/11/2020;103.45;4.85;20.62
25/11/2020;110.83;4.48;18.7
2020-11;105.21;6.54;16.69
2020-11;109.79;6.57;22.11
2020-11;105.23;6.19;17.32
2020-11;104.48;6.19;21.92
2020-11;105.83;NA;15.23
2020-12;112.42;4.53;15.13
2020-12;102.11;6.23;16.64
2020-12;105.33;3.88;18.22
   2020-12   ;103.71;5.81;18.13
2020-12;111.15;3.86;14.56
2020-12;105.38;6.16;18.73
2020-12;102.54;4;19.3
2020-12;102.76;6.46;22.95
2020-12;101.96;5.48;18.89
2020-12;100.8;3.9;19.14
11/12/2020;107.36;3.87;17.62
   2020-12   ;106.15;4.07;16.36
13/12/2020;102.71;6.68;19.68
14/12/2020;103.28;5.45;21.33
15/12/2020;104.99;4.49;19.79
2020-12;101.26;4.86;20.58
2020-12;106.79;5.02;16.09
2020-12;98.85;6.74;22.98
19/12/2020;102.88;4.56;19.4
2020-12;106.55;5.18;19.48
2020-12;99.94;3.5;21.82
2020-12;101.84;4.94;18.86
2020-12;106.44;3.59;21.3
   2020-12   ;110.52;6.21;15.51
25/12/2020;105.66;4.66;14.69
2020-12;109.6;3.28;16.63
2020-12;100.06;4.01;15.74
28/12/2020;107.84;5.04;21.04
2020-12;105.92;3.49;14.85
30/12/2020;105.15;3.22;16.22
   2020-12   ;105.48;3.95;19.22
2021-01;109.05;NA;22.13
2021-01;107.33;6.71;18.47
03/01/2021;108.12;5.54;15.76
2021-01;101.78;3.41;20.36
05/01/2021;105.26;6.57;18.3
2021-01;104.81;5.71;15.08
2021-01;112.44;4.1;19.03
2021-01;95.93;5.87;17.48
2021-01;99.38;3.84;21.36
2021-01;105.39;4.52;16.97
2021-01;111.42;5.21;21.22
12/01/2021;109.98;6.75;18.91
2021-01;111.6;4.35;17.42
2021-01;105.65;4.58;20.15
2021-01;110.49;5.45;15.6
2021-01;110.17;6.72;16.94
2021-01;108.3;5.04;20.5
2021-01;103.73;6.73;22.25
2021-01;102.9;3.6;21.08
2021-01;113.42;6.74;18.98
21/01/2021;100.9;6.61;20.42
2021-01;109.56;4.47;18.27
2021-01;109.02;3.66;18.47
2021-01;103.6;6.51;18.4
2021-01;110.51;3.77;16.09
2021-01;106.19;5.91;16.46
27/01/2021;104.49;3.52;20.9
2021-01;106.07;NA;21.26
2021-01;107.74;4.55;21.07
2021-01;108.95;6.39;21.57
2021-01;106.37;4.92;14.76
   2021-02   ;103.08;5.58;20.55
02/02/2021;103.11;3.88;17.34
2021-02;103.44;6.18;15.91
2021-02;105.52;6.52;20.01
2021-02;102.63;5.88;19.16
06/02/2021;106.16;6.72;15.49
07/02/2021;104.91;3.24;17.83
2021-02;105.93;4.81;16.77
2021-02;99.54;5.41;18.06
2021-02;108.53;5.83;18.14
2021-02;105.18;3.77;17.82
2021-02;100;5.28;19.16
2021-02;105.36;6.37;18.63
   2021-02   ;104.38;5.7;16.51
2021-02;106.13;6.47;19.49
   2021-02   ;101.54;4.79;17.45
2021-02;104.79;4.58;20.38
18/02/2021;104.14;4.04;20.53
2021-02;96.33;3.95;22.12
2021-02;107.65;5.58;20.52
   2021-02   ;102.87;6.73;14.5
2021-02;104.28;5.79;20.07
2021-02;98.11;6.76;19.58
24/02/2021;106.82;6.5;16.4
2021-02;101.68;NA;18.68
2021-02;110.1;5.73;17.35
2021-02;107.64;6.4;20.73
2021-02;110.21;5.19;21.85
2021-03;100.41;3.92;22.45
   2021-03   ;107.71;5.21;21.96
2021-03;108.16;6.69;21.25
04/03/2021;117.31;6.29;17.46
2021-03;97.79;6.77;20.46
06/03/2021;95.31;6.75;18.96
2021-03;109.52;4.11;18.51
08/03/2021;101.88;5.15;19
2021-03;96.43;NA;21.55
2021-03;99.9;5.68;20.94
2021-03;105.69;5.2;22.97
   2021-03   ;108.29;3.89;20.21
2021-03;109.76;5.18;22.36
2021-03;100.79;5.72;21.76
2021-03;115.78;3.94;15.76
2021-03;105.43;5.06;15.32
2021-03;101.55;4.18;17.95
2021-03;101.85;6.32;16.43
2021-03;107.95;6.74;19.4
2021-03;110.11;5.63;21.04
   2021-03   ;96.63;NA;18.56
22/03/2021;104.51;5.08;21.61
2021-03;107.97;4.06;21.81
24/03/2021;102.99;3.78;21.57
2021-03;105.12;3.68;20.58
2021-03;103.35;NA;18.78
2021-03;108.18;4.52;17.49
2021-03;97.71;5.32;21.19
2021-03;105.17;5.51;20.66
2021-03;108.67;4.69;18.14
2021-03;104.05;4.53;18.56
01/04/2021;102.38;3.2;18.78
   2021-04   ;106.97;5.32;21.4
2021-04;110.29;3.89;15.16
2021-04;99.08;4.44;16.14
2021-04;101.14;6.26;22.27
2021-04;107.02;6.1;21.28
2021-04;109.68;6.18;15.49
2021-04;104.9;3.34;18.98
2021-04;112.51;6.26;14.55
2021-04;110.22;4.93;18.07
11/04/2021;102.88;3.4;16.49
2021-04;105.87;3.4;22.06
2021-04;102.07;3.67;20.52
2021-04;108.55;NA;19.62
2021-04;109.32;4;22.4
   2021-04   ;111.51;4.97;15.88
2021-04;107.31;6.55;16.86
2021-04;106.24;5.9;17.51
2021-04;110.53;3.94;19.81
2021-04;107.48;5.6;21.84
2021-04;105.68;5.48;19.07
2021-04;97.22;3.8;17.27
2021-04;112.77;6.57;15.67
24/04/2021;100.99;4;20.46
2021-04;104.31;5.75;17.88
2021-04;103.68;6.37;21.79
2021-04;97.01;6.64;15.58
2021-04;106.98;4.05;17.05
2021-04;116.9;4.05;22.12
2021-04;108.79;3.46;19.08
2021-05;104.22;4.1;17.18
02/05/2021;108.15;3.73;14.85
2021-05;100.28;5.26;17.83
2021-05;107.85;5.55;19.83
2021-05;105.44;5.04;18.71
2021-05;103.4;4.59;14.92
2021-05;108.81;6.39;20.85
2021-05;101.88;6.12;18.62
2021-05;114.55;4.15;15.21
2021-05;99.02;4.98;17.94
   2021-05   ;101.98;4.13;21.91
2021-05;109.83;5.22;19.5
   2021-05   ;103.26;4.3;15.19
14/05/2021;104.44;5.58;17.16
2021-05;111.87;4.97;18.25
2021-05;109.18;6.67;19.58
2021-05;109.81;5.42;20.48
2021-05;98.35;6.18;16.43
2021-05;103.88;3.98;19.11
2021-05;103.05;4.15;15.69
2021-05;97.61;3.76;14.79
2021-05;102.16;5.43;17.08
2021-05;109.24;3.49;15.45
2021-05;104.29;6.5;18.95
2021-05;99.55;6.26;21.83
2021-05;101.15;4.07;17.27
27/05/2021;105.6;4.64;15.72
2021-05;108.13;6.52;21.13
2021-05;108.14;6.7;19.03
2021-05;107.84;5.24;19.24
2021-05;98.32;5.32;15.53
2021-06;107.01;6.53;21.4
   2021-06   ;110.61;6.73;21.47
2021-06;114.3;5.74;19.27
04/06/2021;110.45;5.12;19.4
2021-06;103.15;3.59;19.48
2021-06;107.7;3.6;17.39
2021-06;103.07;6.3;15.3
08/06/2021;104.36;3.67;21.92
2021-06;106.9;6.26;20.21
2021-06;105.89;5.02;20.89
2021-06;106.85;4.13;22.86
2021-06;104.17;5.95;21.76
   2021-06   ;107.78;4.37;22.83
2021-06;105.52;5.82;14.63
2021-06;106.04;5.06;21.88
2021-06;109.96;5.09;20.33
2021-06;101.35;NA;21.56
2021-06;103.21;3.97;19.22
19/06/2021;107.3;5.22;18.44
2021-06;105.44;5.82;21.6
   2021-06   ;107.65;3.55;15.17
   2021-06   ;106.97;6.4;16.71
   2021-06   ;101.31;4.03;16.14
2021-06;98.77;5.63;22.93
25/06/2021;112.39;6.49;15.09
2021-06;102.76;5.61;17.9
   2021-06   ;108.67;3.49;18.9
2021-06;101.52;6.17;14.79
2021-06;104.79;5.69;19.52
2021-06;112.27;4.5;20.58
01/07/2021;103.53;5.32;22.19
2021-07;105.85;3.37;19.77
2021-07;103.9;5.73;19.59
04/07/2021;106.03;4.13;19.68
2021-07;96.37;6.54;17.86
2021-07;100.52;3.59;15.85
2021-07;99.35;4.91;22.65
   2021-07   ;101.29;5.47;15.45
2021-07;104.85;5.35;18.9
2021-07;103.26;4.51;22.07
2021-07;108.85;6.5;20.03
12/07/2021;107.76;5.33;22.73
13/07/2021;102.46;5.63;21.28
2021-07;108.32;4.42;20.22
2021-07;101.52;4.32;22.45
2021-07;109.61;3.24;20.7
2021-07;97.89;6.23;22.3
2021-07;107.59;5.09;18.14
2021-07;102.68;6.6;18.16
2021-07;103.8;5.66;22.85
2021-07;105.11;5.53;15.59
22/07/2021;101.83;6.75;16.55
2021-07;104.65;5.32;20.5
2021-07;110.99;3.8;21.33
2021-07;97.79;5.47;19.81
2021-07;109.31;3.64;22.84
2021-07;110.33;3.6;16.02
2021-07;100.68;4.42;17.13
2021-07;106.11;4.76;20.16
2021-07;105.27;4.51;15.16
2021-07;105.86;4.35;17.43
2021-08;104.48;3.59;17.18
2021-08;101.74;5.84;19.58
03/08/2021;101.2;5.35;19.82
2021-08;108.26;3.99;21.57
2021-08;104.26;3.24;18.87
2021-08;104.94;4.57;19.46
2021-08;99.35;5.02;16.63
2021-08;98.11;6.18;20.57
09/08/2021;111.27;3.3;21.92
2021-08;106.66;4.83;21.85
2021-08;105.76;3.41;20.88
2021-08;100.24;4.54;15.16
2021-08;106.55;4.79;22.05
2021-08;98.77;6.49;15.05
2021-08;109.07;3.63;17.16
16/08/2021;100.59;3.6;16.24
2021-08;104.14;5.83;16.35
2021-08;111.5;5.99;22.97
   2021-08   ;101.33;4.23;18.64
   2021-08   ;106.45;3.93;20.84
21/08/2021;100.04;3.31;21.99
2021-08;112.51;4.14;22.38
2021-08;104.07;6.44;22.11
2021-08;101.86;6.54;20.09
2021-08;102.57;5.95;21.88
2021-08;108.1;6.32;18.93
2021-08;102.04;6.79;20.13
2021-08;105.55;3.66;20.44
2021-08;105.81;NA;21.06
30/08/2021;113.07;4.19;20.9
2021-08;102.73;5.02;15.02
2021-09;104.25;3.91;20.11
2021-09;103.48;3.36;20.38
2021-09;102.97;3.79;18.15
2021-09;104.09;3.74;21.38
   2021-09   ;97.29;4.06;21.94
06/09/2021;100.71;5.18;17.5
2021-09;106.3;5.56;20.06
2021-09;97.9;4.25;20.76
2021-09;98.95;3.79;18.56
2021-09;109.75;5.84;19.48
2021-09;104.5;6.08;16.13
2021-09;110.32;6.27;15.54
2021-09;101.36;5.78;16.32
2021-09;102.22;6.32;20.14
2021-09;106.12;4.23;22.31
2021-09;105.4;6.27;20.57
2021-09;111.91;3.86;16.95
   2021-09   ;106.26;3.66;16.32
2021-09;101.55;6.71;15.18
2021-09;101.24;3.28;15.52
2021-09;107.69;5.15;19.18
   2021-09   ;103.43;3.81;15.3
2021-09;115.97;3.82;19.11
24/09/2021;102.96;5.05;17.58
2021-09;107.42;4.59;19.75
26/09/2021;106.31;6.04;16.48
2021-09;104.13;3.62;15.07
28/09/2021;105.48;4.87;21.49
2021-09;101.95;6.37;15.92
2021-09;105.63;6.75;14.85
   2021-10   ;108.26;4.44;21.5
2021-10;108.05;5.67;17.82
2021-10;103.68;6.07;16.25
2021-10;112.09;5.1;18.61
2021-10;103.33;NA;20.47
2021-10;112.03;3.87;21.38
2021-10;108.3;4.55;17.95
2021-10;111.4;4.9;15.81
09/10/2021;107.79;NA;17.32
2021-10;101.04;3.99;16.82
2021-10;103.26;4.94;18.59
2021-10;106.12;4.47;21.1
2021-10;107.12;5.45;19.16
14/10/2021;102.46;3.22;14.96
2021-10;104.73;5.91;22.82
16/10/2021;100.22;5.7;19.93
2021-10;104.77;5.91;19.16
18/10/2021;111.39;6.47;16.46
2021-10;104.44;4;14.72
2021-10;106.73;5.6;18.38
21/10/2021;106.1;6.11;16.35
22/10/2021;100.36;5.01;16.54
23/10/2021;105.54;4.43;18.77
2021-10;102.86;5.06;19.27
2021-10;104.48;5.3;18.22
   2021-10   ;102.99;3.26;18.55
2021-10;112.24;3.8;17.37
2021-10;110.95;4.41;18.98
2021-10;106.04;6.58;20.76
2021-10;107.65;6;19.6
2021-10;101.59;4.54;22.08
01/11/2021;104.48;3.45;17.14
02/11/2021;105.33;6.53;19.99
2021-11;106.69;5.8;18.45
2021-11;98.35;5.72;16.68
2021-11;108.18;6.39;19.57
2021-11;97.93;NA;21.51
2021-11;106.62;4.62;15.19
2021-11;104.37;5.09;15.1
2021-11;101.03;4.43;21.09
10/11/2021;103.26;5.09;20.17
2021-11;103.06;3.93;16.72
2021-11;109.81;6.45;18.85
2021-11;109.32;4.88;15.53
   2021-11   ;111.45;4.66;21.51
2021-11;103.49;6.06;16.48
   2021-11   ;106.35;5.07;19.46
   2021-11   ;100.96;6.34;22.87
2021-11;112.11;4.64;20.13
2021-11;103.33;4.12;19.8
2021-11;110.69;5.79;20.06
2021-11;102.99;3.81;22.65
2021-11;105.1;3.99;22.9
   2021-11   ;106.5;3.23;15.32
2021-11;104.97;6.41;14.65
2021-11;104.97;3.48;15.02
2021-11;104.61;4.68;19.51
2021-11;103.94;4.85;19.61
   2021-11   ;98.88;6.8;18.03
2021-11;102.09;4.53;17.8
2021-11;107.86;4.52;16.66
2021-12;100.45;4.29;18.76
2021-12;110.5;5.31;17.05
2021-12;104.33;6.55;19.17
2021-12;99.88;5.31;21.36
2021-12;104.5;5.13;22.73
06/12/2021;100.21;3.73;21.94
2021-12;110.79;4.74;20.89
2021-12;107.64;3.46;20.16
2021-12;105.45;3.7;16.21
2021-12;111.76;6.29;17.62
   2021-12   ;102.1;4.98;16.98
2021-12;106.56;NA;19.55
2021-12;104.16;4.02;22.68
14/12/2021;104.68;4.2;15.92
15/12/2021;105.22;4.66;16.78
2021-12;106.78;3.36;16.51
2021-12;105.17;4.87;16.92
2021-12;109.67;4.49;20.26
19/12/2021;105.12;4;18.3
2021-12;102.11;3.52;20.34
2021-12;108.75;5.61;22.61
2021-12;101.42;5.99;22.47
   2021-12   ;110.54;6.6;18.1
2021-12;104.94;5.3;16.69
2021-12;101.61;3.34;19.08
2021-12;110.03;5.86;22.48
2021-12;103.38;5.54;14.98
   2021-12   ;106.78;5.28;19.89
   2021-12   ;111.62;6.09;17.28
   2021-12   ;97.05;6.39;15.26
31/12/2021;107.82;4.23;18.82
01/01/2022;104.68;3.51;19.59
   2022-01   ;98.89;4.08;17.33
2022-01;104.3;6.16;17.65
04/01/2022;95.43;5.48;19.96
2022-01;103.93;4.8;15
2022-01;107.7;4.67;22.83
2022-01;97.96;4.52;21.94
   2022-01   ;103.46;4.3;17.25
09/01/2022;96.51;4.91;19.98
2022-01;103.69;3.52;20.45
11/01/2022;103.57;4.76;18.66
2022-01;101.45;4.61;20.73
2022-01;102.39;6.41;22.48
14/01/2022;106.15;3.22;17.23
2022-01;105.74;6.31;17.55
2022-01;102.81;5.32;21.46
2022-01;108.29;3.8;18.44
2022-01;106.58;5.13;19.74
2022-01;100.51;4.69;15.05
2022-01;103.42;6.34;18.11
2022-01;102.7;5.5;21.93
2022-01;107.69;3.6;17.32
23/01/2022;106.61;5.31;20.97
24/01/2022;102.51;4.91;19.54
2022-01;99.57;4.5;20.52
2022-01;106.07;6.39;20.75
2022-01;102.05;6.69;20.1
2022-01;104.6;4.96;19.81
2022-01;105.09;3.79;22.34
2022-01;108.25;4.62;15.57
2022-01;107.3;3.59;15.44
   2022-02   ;108.47;6.17;22.39
   2022-02   ;104.05;4.17;15.02
   2022-02   ;107.83;5.59;18.13
2022-02;101.98;3.65;14.81
2022-02;99.22;3.9;15.56
2022-02;107.43;3.49;16.99
2022-02;106.64;NA;14.91
2022-02;102.05;5.79;18.04
2022-02;103.48;6.59;16.69
10/02/2022;112.5;6.62;19.24
2022-02;106.99;6.52;20.05
   2022-02   ;112.22;3.69;15.94
2022-02;97.39;4.36;22.22
2022-02;106.13;5.3;19.68
2022-02;106.31;3.28;18.35
2022-02;101.48;4.61;19.76
2022-02;103.66;3.26;22.45
2022-02;98.52;4.5;20.11
2022-02;108.84;4.81;15.48
   2022-02   ;110.66;3.95;22.13
2022-02;106.93;4.53;17
2022-02;109.32;3.87;16.78
2022-02;104.42;6.58;14.6
   2022-02   ;100.44;6.58;20.94
2022-02;103.68;4.39;22.53
2022-02;97.97;3.41;15.44
2022-02;110.54;4.51;20.54
2022-02;113.23;3.65;20.06
2022-03;105.32;NA;14.56
02/03/2022;107.73;6.79;18.26
2022-03;105.91;5.05;20.13
2022-03;108.04;6.69;22.43
2022-03;103.19;6.27;14.53
06/03/2022;102.35;5.94;21.57
   2022-03   ;106.03;6.17;15.1
08/03/2022;101.96;NA;16.03
2022-03;99.67;3.25;21.48
2022-03;106.73;5.26;14.5
2022-03;102.07;3.92;17.18
2022-03;110.71;4.16;18.43
2022-03;101.15;4.1;14.74
2022-03;104.82;5.04;19.12
2022-03;107.22;6.73;16.39
2022-03;104.03;5.18;19.5
2022-03;101.26;3.32;21.12
2022-03;102.12;6.65;19.57
2022-03;98;NA;15.66
2022-03;110.15;3.56;17.01
2022-03;108.58;3.31;15.83
   2022-03   ;104.82;6.79;17.24
2022-03;107.38;4.66;22.69
   2022-03   ;105.21;4.51;17.94
2022-03;100.65;5.95;21.28
2022-03;103.59;3.97;16.36
2022-03;107.92;4.18;22.83
2022-03;103.4;4.21;15.6
2022-03;101.73;3.28;14.61
2022-03;105.84;6.66;22.23
2022-03;104.43;4.5;19.47
2022-04;105.23;5.98;14.51
2022-04;107.33;4.69;15.51
2022-04;110.11;6.8;18.63
   2022-04   ;99.19;4.38;17.83
2022-04;107.41;5.3;16.11
2022-04;102.82;5.39;16.45
2022-04;106.09;4.92;15.35
08/04/2022;105.94;5.47;22.29
2022-04;104.02;5.31;22.27
2022-04;108.79;6.68;15.57
11/04/2022;101.84;5.38;21.93
   2022-04   ;99.44;4.54;17.66
2022-04;107.67;3.35;19.82
2022-04;99.23;6.02;20.15
2022-04;97.86;6.38;21.7
2022-04;98.04;5.41;22.55
17/04/2022;101.37;6.21;18.86
2022-04;97.86;3.31;21.91
2022-04;106.03;3.78;20.5
2022-04;107.68;5.66;20.9
2022-04;103.55;4.07;16.88
2022-04;105.96;6.23;18.59
2022-04;107.23;NA;20.97
   2022-04   ;102.16;4.88;18.95
2022-04;104.75;3.35;19.68
2022-04;98.37;4.75;21.66
2022-04;108.35;6.51;16.07
   2022-04   ;109.46;3.23;19.81
2022-04;107.83;3.55;22.09
2022-04;104.36;4.06;19.1
2022-05;110.86;5.94;17.52
2022-05;105.87;6.16;19.22
2022-05;111.78;3.56;22.16
   2022-05   ;112.46;5.83;15.9
2022-05;101.74;4.03;18.95
2022-05;103.11;NA;17.92
   2022-05   ;105.32;6.15;20.94
2022-05;106.8;5.3;21.14
2022-05;114.44;4.6;22.19
   2022-05   ;100.08;3.88;21.55
2022-05;107.4;6;20.29
2022-05;94.23;5.2;15.66
13/05/2022;109.47;3.44;21.54
14/05/2022;99.41;4.4;14.84
2022-05;100.65;4.74;17.17
2022-05;99.09;5.51;20.31
17/05/2022;102.16;6.61;20.63
2022-05;101.22;4.54;15.59
2022-05;107.36;4.95;15.97
2022-05;105.97;3.43;21.72
2022-05;106.83;5.67;18.42
2022-05;106.42;5.66;20.91
2022-05;99.91;5.27;21.12
2022-05;107.83;NA;21.05
2022-05;106.64;5.09;17.5
2022-05;108.03;3.5;14.9
2022-05;104.16;6.14;18.75
2022-05;109.12;6.47;17.4
2022-05;104.43;3.91;21.39
2022-05;106.95;5.35;17.95
31/05/2022;103.68;6.38;18.25
2022-06;115.07;6.29;21.88
2022-06;101.96;3.81;22.17
2022-06;107.14;6.18;16.79
2022-06;101.52;3.84;19.02
2022-06;96.92;5.8;20.7
2022-06;103.75;5.96;20.87
2022-06;109.61;4.67;21.58
2022-06;104.39;6.07;14.8
2022-06;104.91;5.19;15.78
   2022-06   ;103.61;4.22;17.24
2022-06;103.8;5.23;18.92
12/06/2022;104.85;4.26;20.51
2022-06;99.35;4.53;20.53
14/06/2022;108.53;3.76;22.38
15/06/2022;103.96;4.04;22.29
   2022-06   ;95.8;5.39;18.98
17/06/2022;107.37;3.72;17.2
2022-06;109.36;5.82;22.61
2022-06;104.85;4.31;19.82
2022-06;109.16;3.73;21.35
2022-06;104.22;5.28;19.02
   2022-06   ;106.34;5.71;22.06
   2022-06   ;102.94;3.73;15.22
2022-06;103.75;5.91;21.52
2022-06;104.67;3.71;15.07
26/06/2022;101.14;5.58;19.64
2022-06;99.95;3.65;20.83
2022-06;98.61;6.74;15.1
   2022-06   ;101.76;6.55;20.54
   2022-06   ;100.99;4.39;15.1
2022-07;103.57;5.41;21.99
   2022-07   ;105.36;3.87;20.05
   2022-07   ;105.99;3.94;19.03
2022-07;105.75;3.29;19.65
2022-07;105.06;5.43;22.24
2022-07;109.55;6.45;15.95
2022-07;104.27;5.12;20.27
2022-07;105.44;3.53;19.42
2022-07;99.97;5.58;19.01
2022-07;110.83;4.44;15.05
11/07/2022;103.9;6.05;15.54
12/07/2022;104.72;6.64;20.46
2022-07;109.22;5.6;16.29
   2022-07   ;104.61;4.09;18.64
2022-07;97.2;6.43;22.14
2022-07;95.73;6.33;15.01
2022-07;105.27;4.68;20.69
2022-07;98.73;3.6;18
2022-07;108.26;6.43;15.76
2022-07;103.66;5.77;16.04
2022-07;103.86;4.43;22.22
2022-07;100.75;4.74;17.76
2022-07;110.58;3.98;16.91
2022-07;105.64;3.69;17.53
2022-07;104.79;6.48;16.01
2022-07;110.22;6.22;20.98
27/07/2022;102.46;5.64;15.9
2022-07;103.84;5.06;15.72
2022-07;100.47;6.24;18.99
30/07/2022;106.62;5.67;17.58
2022-07;104.13;5.76;15.77
2022-08;102.42;4.51;21.66
2022-08;101.55;3.43;21.98
2022-08;112.47;6.27;18.32
2022-08;107.7;NA;15.9
05/08/2022;104.61;5.56;17.63
2022-08;106.86;NA;16.7
2022-08;108.5;3.69;14.85
   2022-08   ;101.95;6.56;17.28
09/08/2022;105.53;5.86;15.33
2022-08;104.88;6.07;16.73
2022-08;111.49;4.29;16.96
2022-08;107.94;6.07;18.99
2022-08;102.58;4.68;20.66
2022-08;110.39;6.52;22.63
2022-08;102.3;6.32;19.89
2022-08;105.41;5.54;20.78
   2022-08   ;107.1;6.12;18.94
2022-08;95.13;4.33;16.05
2022-08;105.34;6.27;22.71
20/08/2022;97.2;4.69;20.8
   2022-08   ;102;5.28;22.62
2022-08;100.59;4.22;19.84
   2022-08   ;103.38;5.45;18
2022-08;103.47;5.32;21.73
25/08/2022;106.55;5.64;21.74
2022-08;108.52;6.69;19.07
2022-08;111.24;4.04;18.13
2022-08;106.27;3.67;19.4
2022-08;108.47;3.75;20.95
2022-08;105.52;5.56;21.25
2022-08;102.88;6.32;16.91
2022-09;105.71;5.91;16.38
2022-09;99.92;4.9;21.23
2022-09;104.69;3.94;15.5
2022-09;105.48;3.72;15.33
2022-09;104.91;6.03;19.48
   2022-09   ;106.31;3.35;22.35
2022-09;114.68;6.6;14.76
2022-09;102.19;4.56;15.5
2022-09;103.46;3.5;18.23
2022-09;111.15;4.13;20.18
2022-09;108.92;NA;16.65
12/09/2022;106.71;3.95;14.55
2022-09;107.45;5.96;18.24
14/09/2022;105.64;4.62;22.11
15/09/2022;105.08;5.41;21.9
2022-09;107.88;4.09;15.09
2022-09;97.73;4.59;19.31
2022-09;105.4;5.78;15.13
2022-09;104.38;3.3;20.88
2022-09;98.74;4.4;16.76
2022-09;106.03;4.03;16.41
2022-09;109.53;5.51;20.24
2022-09;108.66;5.27;22.05
2022-09;108.62;4.48;18
2022-09;101.93;4.82;15.19
2022-09;110.16;5.73;17.37
2022-09;102.02;4.16;17.47
2022-09;103.79;3.81;19.95
2022-09;99.29;4.4;19.91
30/09/2022;103.14;5.96;20.67
2022-10;107.24;3.48;19.78
2022-10;112.14;6.26;20.07
2022-10;104.91;6.32;19.81
2022-10;101.47;5.49;19.62
2022-10;104.94;6.24;17.88
   2022-10   ;105.9;3.56;18.77
2022-10;104.34;6.49;22.32
2022-10;109.05;6.32;22.34
2022-10;105.08;5.29;22.23
10/10/2022;104.65;6.25;19.14
2022-10;102.88;6.57;17.41
2022-10;104.64;5.23;20.43
2022-10;108.65;4.09;17.46
   2022-10   ;103.15;5.97;15.45
2022-10;105.7;5.72;16.38
2022-10;97.29;6.11;14.93
17/10/2022;102.12;4.6;20.95
2022-10;104.18;5.7;22.74
2022-10;106.7;4.66;21.06
20/10/2022;103.74;3.54;21.21
21/10/2022;103.13;4.58;17.61
2022-10;104.72;6.74;15.44
2022-10;102.6;5.67;16.39
2022-10;107.57;6.47;19.48
2022-10;96.88;6.05;18.33
   2022-10   ;103.75;6.17;22.89
27/10/2022;110.74;NA;17.5
28/10/2022;103.83;5.64;17.34
2022-10;112.13;NA;16.07
30/10/2022;109.57;4.49;18.48
31/10/2022;102.05;5;17.7
01/11/2022;107.2;6.63;22.78
02/11/2022;105.41;5.05;16.62
